Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,5.833.962,1.399.357,1.397.783
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,4.034.127,972.390,970.702
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,605 - Abastecimento,932.932,0,0
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,606 - Extensão Rural,20.458.096,76.864,76.864
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,607 - Irrigação,899.065,19.710,0
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,608 - Promoção da Produção Agropecuária,274.292.614,4.812.194,4.628.794
2020,20 - Agricultura,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,609 - Defesa Agropecuária,850.000,850.000,0
2020,20 - Agricultura,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,7.577.733,1.648.858,1.581.762
2020,20 - Agricultura,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,608 - Promoção da Produção Agropecuária,262.045.206,2.147.644,2.147.644
2020,20 - Agricultura,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,300.000,96.775,0
2020,20 - Agricultura,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,608 - Promoção da Produção Agropecuária,4.918.250,0,0
2020,20 - Agricultura,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,609 - Defesa Agropecuária,9.937.344,1.955.850,1.955.850
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,122 - Administração Geral,503.351,0,0
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,125 - Normatização e Fiscalização,15.918.104,6.925.588,6.819.762
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,545 - Meteorologia,25.985.877,24.269.074,24.247.310
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,97.770.277,67.632.116,66.645.913
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,16.020.448,13.398.311,13.310.086
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,606 - Extensão Rural,17.487.419,3.099.754,1.922.225
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,607 - Irrigação,13.142.968,3.974.423,3.924.469
2020,20 - Agricultura,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,608 - Promoção da Produção Agropecuária,992.499.510,30.285.461,26.167.385
2020,21 - Organização Agrária,0 - Financeira,631 - Reforma Agrária,436.722.603,169.055.042,169.008.042
2020,21 - Organização Agrária,0 - Financeira,846 - Outros Encargos Especiais,84.263.152,83.986.441,83.986.441
2020,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,427.585.727,408.395.770,367.254.692
2020,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,244 - Assistência Comunitária,468.040.642,468.040.642,468.040.642
2020,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,19.835.589,14.620.429,13.452.439
2020,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,32.495.418,26.873.154,24.983.148
2020,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,160.201.832,128.931.692,126.405.352
2020,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,309.519,199.912,180.369
2020,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,606 - Extensão Rural,791.985,0,0
2020,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,631 - Reforma Agrária,59.964.876,34.066.121,34.049.737
2020,21 - Organização Agrária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,868.376,212.606,0
2020,21 - Organização Agrária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,606 - Extensão Rural,4.652.116,4.536,4.536
2020,21 - Organização Agrária,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,631 - Reforma Agrária,3.357.186,139.965,139.965
2020,21 - Organização Agrária,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,631 - Reforma Agrária,1.087.929,99.000,99.000
2020,21 - Organização Agrária,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,606 - Extensão Rural,10.000.000,0,0
2020,21 - Organização Agrária,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,631 - Reforma Agrária,100.000,130,130
2020,21 - Organização Agrária,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,127 - Ordenamento Territorial,5.669.119,5.557.994,5.557.994
2020,21 - Organização Agrária,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,363 - Ensino Profissional,12.135.789,2.121.221,1.479.635
2020,21 - Organização Agrária,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,606 - Extensão Rural,46.393.558,24.275.448,23.995.426
2020,21 - Organização Agrária,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,631 - Reforma Agrária,214.472.033,9.177.587,8.766.858
2020,22 - Indústria,0 - Financeira,846 - Outros Encargos Especiais,109.325.960,108.049.926,108.049.926
2020,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,891.000.277,887.689.994,817.593.477
2020,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,32.692.542,31.877.446,30.795.160
2020,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,42.676.313,39.723.617,37.885.234
2020,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,693 - Comércio Exterior,1.200.000,195.711,195.711
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,281.624.744,250.036.707,246.092.224
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,282.477.992,264.257.411,264.048.534
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,5.689.159,4.937.593,4.800.838
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,8.266.478,5.059.302,4.682.311
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,819.730,302.382,296.016
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,211 - Relações Diplomáticas,48.458,48.458,48.458
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,333 - Empregabilidade,855.629,0,0
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,544 - Recursos Hídricos,4.190.897,1.934.960,1.788.461
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,2.008.630,737.609,737.609
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,661 - Promoção Industrial,14.179.399,10.499.642,10.379.672
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,663 - Mineração,22.989.657,13.662.148,12.931.675
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,664 - Propriedade Industrial,15.722.773,10.092.977,10.092.977
2020,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,665 - Normalização e Qualidade,9.058.182,8.791.029,8.791.029
2020,22 - Indústria,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,125 - Normatização e Fiscalização,300.000,300.000,300.000
2020,22 - Indústria,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,333 - Empregabilidade,900.000,0,0
2020,22 - Indústria,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,661 - Promoção Industrial,3.350.000,0,0
2020,22 - Indústria,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,661 - Promoção Industrial,13.500,0,0
2020,22 - Indústria,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,122 - Administração Geral,12.287.420,3.925.356,3.925.356
2020,22 - Indústria,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,125 - Normatização e Fiscalização,2.000.000,2.000.000,2.000.000
2020,22 - Indústria,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,664 - Propriedade Industrial,936.474,936.474,936.474
2020,23 - Comércio e Serviços,0 - Financeira,693 - Comércio Exterior,1.392.014.337,1.392.014.337,1.392.014.337
2020,23 - Comércio e Serviços,0 - Financeira,695 - Turismo,5.032.311.767,5.032.311.767,3.077.317.353
2020,23 - Comércio e Serviços,0 - Financeira,846 - Outros Encargos Especiais,7.726.600,7.726.600,7.726.600
2020,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,59.560.015,59.524.300,53.813.345
2020,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,1.115.575,1.115.575,975.453
2020,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,3.904.832,3.903.072,3.426.868
2020,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,693 - Comércio Exterior,310.684.846,305.684.846,305.684.846
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,81.036.818,53.224.364,50.767.209
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,72.260,48.964,48.474
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,95.997,0,0
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,572 - Desenvolvimento Tecnológico e Engenharia,3.858.138,8.838,8.838
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,691 - Promoção Comercial,6.394.169,2.245.832,2.245.832
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,693 - Comércio Exterior,57.351.628,48.114.462,48.100.527
2020,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,695 - Turismo,117.794.054,11.557.773,11.538.501
2020,23 - Comércio e Serviços,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,691 - Promoção Comercial,2.627.199,0,0
2020,23 - Comércio e Serviços,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,695 - Turismo,108.617.641,1.334.042,893.588
2020,23 - Comércio e Serviços,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,695 - Turismo,46.439.238,0,0
